"Новый: Время (с)";"Новый: Угол (rad)";"Новый: Скорость (rad/с)";"Новый: Ускорение (rad/с²)"
26.05;-667.815331691;-28.6330960056;-0.430945478091
26.1;-669.246501677;-28.6621848261;-0.775701892908
26.15;-670.677671664;-28.7494512906;-0.344756398151
26.2;-672.126294943;-28.7397550167;0.781088723149
26.25;-673.55746493;-28.6330960044;1.15816602933
26.3;-674.988634916;-28.5458295406;0.188538628705
26.35;-676.40235161;-28.6233997356;-0.61948417562
26.4;-677.85097489;-28.7009699233;0.156217746912
26.45;-679.282144876;-28.6137034589;1.01272191142
26.5;-680.713314863;-28.5167407244;0.490200493831
26.55;-682.127031557;-28.5264369983;-0.68412596142
26.6;-683.558201544;-28.6718811017;-0.457879555251
26.65;-685.006824823;-28.6137034567;0.511747807098
26.7;-686.420541517;-28.5361332656;0.145444100001
26.75;-687.851711503;-28.59431091;-0.339369614195
26.8;-689.28288149;-28.6137034617;-0.113123205555
26.85;-690.714051477;-28.6137034583;0.32859594938
26.9;-692.145221463;-28.5846146372;0.78647552037
26.95;-693.57639145;-28.4973481767;0.522521404631
27;-694.990108144;-28.4973481767;-0.307048653702
27.05;-696.421278131;-28.5749183633;-0.33936956636
27.1;-697.852448117;-28.5749183633;0.344756385181
27.15;-699.283618104;-28.4973481767;0.350143204013
27.2;-700.697334798;-28.4973481767;-0.307048653698
27.25;-702.128504785;-28.5749183633;-0.16160454722
27.3;-703.559674771;-28.5652220894;0.818796431477
27.35;-704.990844758;-28.4585630817;1.15816600123
27.4;-706.404561452;-28.3712966183;0.150830902166
27.45;-707.818278146;-28.44886681;-0.797249186415
27.5;-709.249448133;-28.5361332744;-0.290888191669
27.55;-710.68061812;-28.4779556294;0.312435538265
27.6;-712.094334814;-28.4585630767;0.145444136419
27.65;-713.5255048;-28.4585630767;-0.145444136415
27.7;-714.939221494;-28.4779556294;-0.307048719752
27.75;-716.370391481;-28.5361332744;0.328595921602
27.8;-717.801561468;-28.44886681;0.980401018208
27.85;-719.215278162;-28.361600345;0.328595956479
27.9;-720.628994856;-28.4197779878;-0.307048648146
27.95;-722.060164843;-28.4391705339;-0.140057251228
28;-723.473881537;-28.4391705294;0.183151851546
28.05;-724.905051523;-28.4197779828;0.495587284254
28.1;-726.318768217;-28.3519040739;0.177764991353
28.15;-727.732484912;-28.4100817139;-0.0161604357998
28.2;-729.163654898;-28.4003854361;0.495587323461
28.25;-730.577371592;-28.3228152494;0.377077276543
28.3;-731.991088286;-28.3228152539;-0.333982767904
28.35;-733.404804981;-28.4003854406;-0.312435454324
28.4;-734.835974967;-28.4003854361;0.49020050494
28.45;-736.249691661;-28.3131189761;0.635644565438
28.5;-737.663408355;-28.2937264339;-1.97528669964E-008
28.55;-739.07712505;-28.3131189806;-0.63025774692
28.6;-740.490841744;-28.4003854361;-0.457879554323
28.65;-741.92201173;-28.4003854361;0.463266373152
28.7;-743.335728424;-28.3131189806;0.667965478707
28.75;-744.749445119;-28.2937264339;0.183151859878
28.8;-746.163161813;-28.3034227022;-0.161604508956
28.85;-747.576878507;-28.3616003406;0.323209136106
28.9;-749.008048493;-28.27433388;0.808022777781
28.95;-750.404311895;-28.1967636939;-0.113123213883
29;-751.818028589;-28.2840301556;-0.969627379626
29.05;-753.231745283;-28.3809928939;-0.307048683643
29.1;-754.66291527;-28.3616003472;1.15816600956
29.15;-756.076631964;-28.1870674222;1.27128921697
29.2;-757.472895366;-28.1579786006;-0.0215472469133
29.25;-758.88661206;-28.2355487867;-0.630257756175
29.3;-760.300328754;-28.2646376067;-0.436332297843
29.35;-761.714045448;-28.27433388;-0.172378192285
29.4;-763.127762142;-28.27433388;5.81855551395E-012
29.45;-764.541478836;-28.27433388;0.177765011115
29.5;-765.95519553;-28.2646376067;0.474040029627
29.55;-767.368912224;-28.2355487867;0.818796414811
29.6;-768.782628918;-28.1482823267;0.527908214814
29.65;-770.17889232;-28.1482823267;-0.30704865555
29.7;-771.592609014;-28.2258525133;-0.333982748145
29.75;-773.006325708;-28.2258525133;0.377077296294
29.8;-774.420042402;-28.1482823267;0.495587303699
29.85;-775.816305804;-28.1385860533;-0.0161604555592
29.9;-777.230022498;-28.1967636933;0.177765011114
29.95;-778.643739192;-28.12888978;0.49020048519
30;-780.040002594;-28.1094972333;0.14544410031
30.05;-781.453719288;-28.1094972333;-0.317822290434
30.1;-782.84998269;-28.1385860533;-0.748767763581
30.15;-784.263699384;-28.2258525128;-0.339369539504
30.2;-785.677416078;-28.2161562378;0.781088731791
30.25;-787.091132772;-28.1094972261;1.15816600988
30.3;-788.487396173;-28.0222307661;0.183151803391
30.35;-789.883659575;-28.0998009578;-0.646418260189
30.4;-791.297376269;-28.1773711456;0.037707721299
30.45;-792.711092963;-28.0998009583;0.83495688982
30.5;-794.107356365;-28.0125344944;0.296275025
30.55;-795.503619766;-28.0707121378;-0.312435483955
30.6;-796.917336461;-28.0901046844;-0.140057271608
30.65;-798.313599862;-28.0901046811;0.183151823151
30.7;-799.727316556;-28.0707121383;0.495587284572
30.75;-801.123579958;-28.0028382256;0.177765021296
30.8;-802.51984336;-28.0610158644;-0.0161604089547
30.85;-803.933560054;-28.0513195856;0.490200530245
30.9;-805.329823455;-27.9737493978;0.339369568213
30.95;-806.726086857;-27.9737493989;-0.517134615428
31;-808.122350258;-28.0610158639;-0.781088719752
31.05;-809.536066953;-28.0901046844;-0.285501371916
31.1;-810.932330354;-28.0901046806;0.328595946292
31.15;-812.346047048;-28.0610158628;0.964240533331
31.2;-813.74231045;-27.9640531256;0.99656144599
31.25;-815.138573851;-27.9349643056;0.506360933028
31.3;-816.534837253;-27.9252680356;0.150830925307
31.35;-817.931100655;-27.9252680317;-0.145444080558
31.4;-819.327364056;-27.9349643044;-0.468653219442
31.45;-820.723627458;-27.9640531256;-0.813409634257
31.5;-822.119890859;-28.0513195906;-0.49020051173
31.55;-823.533607554;-28.0513195906;0.490200511723
31.6;-824.929870955;-27.9640531256;0.813409634254
31.65;-826.326134357;-27.9349643044;0.479426856793
31.7;-827.722397758;-27.9252680317;0.215472723155
31.75;-829.11866116;-27.9252680356;0.183151831792
31.8;-830.514924562;-27.9155717583;0.301661865428
31.85;-831.911187963;-27.8961792106;0.37707731481
31.9;-833.307451365;-27.83800157;-0.140057272837
31.95;-834.686261474;-27.9155717567;-0.506360938882
32;-836.099978168;-27.9737493967;0.490200485497
32.05;-837.496241569;-27.8283052967;0.834956870369
32.1;-838.875051679;-27.80891275;-0.161604555558
32.15;-840.27131508;-27.8864829367;-0.48481366667
32.2;-841.667578482;-27.9058754833;0.0323209111045
32.25;-843.063841883;-27.8864829367;0.641031403706
32.3;-844.460105285;-27.7992164767;0.490200485503
32.35;-845.838915394;-27.7992164767;-0.31243547222
32.4;-847.235178796;-27.8767866633;-0.339369558337
32.45;-848.631442197;-27.8767866628;0.344756401844
32.5;-850.027705599;-27.799216475;0.344756404939
32.55;-851.406515708;-27.7992164717;-0.339369583017
32.6;-852.802779109;-27.8767866633;-0.307048701231
32.65;-854.199042511;-27.8767866678;0.522521404627
32.7;-855.595305913;-27.7895202028;0.786475567893
32.75;-856.974116022;-27.7604313767;0.328595966049
32.8;-858.370379423;-27.7604313767;-0.107736406475
32.85;-859.749189532;-27.7798239294;-0.3070487179
32.9;-861.145452934;-27.8380015744;0.296275018826
32.95;-862.541716336;-27.7507351094;0.834956934873
33;-863.920526445;-27.6731649167;0.0323209574057
33.05;-865.299336554;-27.7507351028;-0.684125962959
33.1;-866.695599955;-27.8283052939;-2.59224562803E-008
33.15;-868.091863357;-27.7507351078;0.689512773763
33.2;-869.470673466;-27.6731649178;-5.16525094301E-012
33.25;-870.849483575;-27.7507351078;-0.684125954938
33.3;-872.245746977;-27.8283052939;0.0323209388926
33.35;-873.642010378;-27.7507351028;0.834956889818
33.4;-875.020820487;-27.6634686428;0.296274988889
33.45;-876.399630596;-27.7216462878;-0.307048700315
33.5;-877.795893998;-27.7410388361;-0.107736387037
33.55;-879.174704107;-27.7410388361;0.328595946302
33.6;-880.570967509;-27.7119500144;0.786475548456
33.65;-881.949777618;-27.6246835494;0.522521426231
33.7;-883.328587727;-27.6246835494;-0.307048672843
33.75;-884.707397836;-27.7022537406;-0.339369583948
33.8;-886.103661238;-27.7022537406;0.344756415437
33.85;-887.482471347;-27.6246835489;0.344756431792
33.9;-888.861281456;-27.6246835472;-0.339369541669
33.95;-890.240091565;-27.7022537333;-0.312435474083
34;-891.636354966;-27.7022537339;0.490200460184
34.05;-893.015165075;-27.6149872756;0.635644538898
34.1;-894.393975184;-27.5955947339;0.00538679043753
34.15;-895.772785294;-27.6149872806;-0.597936827781
34.2;-897.151595403;-27.7022537356;-0.307048611117
34.25;-898.547858804;-27.6925574606;0.786475520372
34.3;-899.926668913;-27.5858984539;1.1527791463
34.35;-901.305479022;-27.4986319956;0.156217692901
34.4;-902.666835839;-27.5762021872;-0.764928255556
34.45;-904.063099241;-27.6634686472;-0.140057245065
34.5;-905.44190935;-27.5955947283;0.641031466973
34.55;-906.820719459;-27.5568096322;0.667965542905
34.6;-908.199529568;-27.488935715;0.00538681049806
34.65;-909.560886384;-27.5665059067;-0.474040083642
34.7;-910.957149786;-27.6246835517;0.495587285486
34.75;-912.335959895;-27.4792394483;0.829570071293
34.8;-913.697316712;-27.4598469006;-0.193925449687
34.85;-915.076126821;-27.5374170867;-0.630257756477
34.9;-916.45493693;-27.5665059067;-0.258567278703
34.95;-917.833747039;-27.5665059061;0.296275035486
35;-919.212557148;-27.537417085;0.781088704935
35.05;-920.591367257;-27.4501506217;0.522521379944
35.1;-921.952724073;-27.4501506267;-0.307048701229
35.15;-923.331534183;-27.5277208178;-0.339369558024
35.2;-924.710344292;-27.5277208128;0.344756451226
35.25;-926.089154401;-27.45015062;0.344756429934
35.3;-927.450511217;-27.4501506194;-0.344756404933
35.35;-928.829321326;-27.5277208111;-0.339369611414
35.4;-930.208131435;-27.5277208128;0.377077269446
35.45;-931.586941544;-27.4501506267;0.495587293511
35.5;-932.948298361;-27.4404543533;-0.0161604555609
35.55;-934.32710847;-27.4986319933;0.17776502099
35.6;-935.705918579;-27.4307580794;0.495587329015
35.65;-937.067275396;-27.4113655311;0.183151867902
35.7;-938.446085505;-27.4113655267;-0.140057270062
35.75;-939.807442321;-27.4307580744;-0.307048702775
35.8;-941.18625243;-27.4889357228;0.328595903706
35.85;-942.56506254;-27.4016692594;0.975014191356
35.9;-943.926419356;-27.3144027944;0.290888235181
35.95;-945.287776173;-27.3725804361;-0.484813641671
36;-946.666586282;-27.4016692522;-0.581776388885
36.05;-948.027943098;-27.4307580728;-0.48481370277
36.1;-949.406753207;-27.4889357178;0.296274972222
36.15;-950.785563316;-27.4016692594;1.01272186481
36.2;-952.146920133;-27.3144027994;0.50636095956
36.25;-953.50827695;-27.3628841644;0.1346705179
36.3;-954.887087059;-27.3531878856;0.522521451241
36.35;-956.248443875;-27.2756176972;0.344756403709
36.4;-957.609800692;-27.2756176972;-0.517134595985
36.45;-958.971157508;-27.3628841589;-0.781088738274
36.5;-960.349967617;-27.3919729844;-0.290888246608
36.55;-961.711324434;-27.3919729856;0.290888198148
36.6;-963.090134543;-27.3628841644;0.781088723148
36.65;-964.45149136;-27.2756176994;0.522521433022
36.7;-965.812848176;-27.2756176989;-0.301661836117
36.75;-967.174204993;-27.3531878889;-0.307048645062
36.8;-968.553015102;-27.353187885;0.495587332105
36.85;-969.914371918;-27.2659214239;0.673352325004
36.9;-971.275728735;-27.2465288772;0.183151819754
36.95;-972.637085551;-27.2562251517;-0.161604581793
37;-973.998442368;-27.3144027956;0.323209111111
37.05;-975.377252477;-27.2271363317;0.802635985497
37.1;-976.721156001;-27.1495661439;-0.150830908637
37.15;-978.082512818;-27.2368326039;-1.15277917284
37.2;-979.443869634;-27.3434916117;-0.781088711427
37.25;-980.822679743;-27.3531878889;0.344756385181
37.3;-982.18403656;-27.265921425;0.786475529941
37.35;-983.545393376;-27.2368326039;0.506360950927
37.4;-984.906750193;-27.2271363306;0.360916832715
37.45;-986.268107009;-27.2174400583;0.479426830551
37.5;-987.629463826;-27.1883512417;0.673352333643
37.55;-988.990820643;-27.11078105;0.199312341363
37.6;-990.334724167;-27.1301735917;-0.829570033333
37.65;-991.696080983;-27.275617695;-0.490200504941
37.7;-993.074891092;-27.2174400561;0.50636092191
37.75;-994.418794616;-27.13986987;0.145444082408
37.8;-995.780151433;-27.1980475106;-0.339369587958
37.85;-997.141508249;-27.2174400589;-0.113123201541
37.9;-998.502865066;-27.2174400617;0.32859597222
37.95;-999.864221883;-27.1883512367;0.78647560802
38;-1001.2255787;-27.1010847589;0.522521369447
38.05;-1002.56948222;-27.101084775;-0.30166205246
38.1;-1003.93083904;-27.1786549928;-0.301661815119
38.15;-1005.29219586;-27.1786549556;0.522521599997
38.2;-1006.65355267;-27.0913884944;0.786475594436
38.25;-1007.9974562;-27.0622996722;0.323209159566
38.3;-1009.35881301;-27.0622996722;-0.145444067899
38.35;-1010.70271654;-27.0816922167;-0.484813626545
38.4;-1012.06407335;-27.1495661222;-0.145444169758
38.45;-1013.42543017;-27.0913884944;0.16699116975
38.5;-1014.76933369;-27.0913885056;-0.161604817896
38.55;-1016.13069051;-27.1495661778;0.183151808649
38.6;-1017.49204733;-27.0816922333;0.667965700618
38.65;-1018.83595085;-27.0526034056;0.619484243823
38.7;-1020.19730767;-27.0235145833;0.495587333326
38.75;-1021.54121119;-26.96533695;-0.258567240742
38.8;-1022.88511472;-27.0526034;-0.829569953698
38.85;-1024.24647153;-27.1301735778;-0.0323209074035
38.9;-1025.60782835;-27.0526034;0.684125873458
38.95;-1026.95173187;-26.9750332222;0.00538681789639
39;-1028.2956354;-27.0526034;-0.651804966051
39.05;-1029.65699221;-27.1301735778;0.183151808648
39.1;-1031.01834903;-27.0429071278;1.15816584877
39.15;-1032.36225255;-26.9362481333;0.781088595679
39.2;-1033.70615608;-26.9265518611;-0.339369527784
39.25;-1035.0500596;-27.0138183111;-0.743380870373
39.3;-1036.41141642;-27.0429071278;-0.285501348762
39.35;-1037.75531994;-27.0429071278;0.290888166667
39.4;-1039.11667676;-27.0138183111;0.781088595675
39.45;-1040.46058028;-26.9265518611;0.52252133641
39.5;-1041.80448381;-26.9265518611;-0.301661799384
39.55;-1043.14838733;-27.0041220389;-0.307048601841
39.6;-1044.50974415;-27.0041220389;0.49558733334
39.65;-1045.85364767;-26.9168555833;0.673352422839
39.7;-1047.1975512;-26.8974630278;0.177765271598
39.75;-1048.54145472;-26.9071592611;-0.193925444445
39.8;-1049.88535824;-26.9653369333;0.177764709885
39.85;-1051.24671506;-26.8877667667;0.511747515437
39.9;-1052.57316529;-26.8295891389;-0.490200515437
39.95;-1053.91706882;-26.9750332222;-0.829569972236
40;-1055.27842563;-26.9944257667;0.199312277768
40.05;-1056.62232916;-26.9168555889;0.667965506174
40.1;-1057.96623268;-26.8877667667;0.441719253098
40.15;-1059.31013621;-26.8780704833;0.177765271616
40.2;-1060.65403973;-26.8780704444;0.0377077283921
40.25;-1061.99794325;-26.8780704833;0.00538655554796
40.3;-1063.34184678;-26.8780704944;0.00538671913809
40.35;-1064.6857503;-26.8780704944;0.0377078271655
40.4;-1066.02965383;-26.8780704833;0.183152089504
40.45;-1067.37355735;-26.8683741722;0.474040058635
40.5;-1068.71746087;-26.8392853889;0.813409407405
40.55;-1070.0613644;-26.7520189389;0.490200524697
40.6;-1071.38781463;-26.7520189056;-0.484813694437
40.65;-1072.73171815;-26.8392853944;-0.775702055552
40.7;-1074.07562168;-26.8683742222;-0.290888250003
40.75;-1075.4195252;-26.8683742222;0.290888351851
40.8;-1076.76342873;-26.8392853889;0.781089046298
40.85;-1078.10733225;-26.7520188889;0.522521632714
40.9;-1079.43378248;-26.7520188889;-0.30704881482
40.95;-1080.777686;-26.8295891111;-0.339369808651
41;-1082.12158953;-26.8295891167;0.344756354939
41.05;-1083.46549305;-26.7520189056;0.350143061741
41.1;-1084.79194328;-26.7520189444;-0.307048901229
41.15;-1086.13584681;-26.8295891333;-0.161604620376
41.2;-1087.47975033;-26.8198928611;0.813409688257
41.25;-1088.82365386;-26.71323385;1.12584539197
41.3;-1090.15010409;-26.62596735;0.00538711729216
41.35;-1091.47655432;-26.7132338;-1.08813739196
41.4;-1092.82045784;-26.8198928389;-0.630257888884
41.45;-1094.16436137;-26.8198928389;0.635644709873
41.5;-1095.50826489;-26.7132338;1.1258451358
41.55;-1096.83471512;-26.62596735;0.177764774695
41.6;-1098.16116535;-26.7035375722;-0.646418429016
41.65;-1099.50506888;-26.7811077556;0.0377077530824
41.7;-1100.8489724;-26.7035375444;0.834956756173
41.75;-1102.17542263;-26.6162711278;0.29627487037
41.8;-1103.50187287;-26.6744487611;-0.312435324071
41.85;-1104.84577639;-26.6938412722;-0.140057243823
41.9;-1106.17222662;-26.6938413056;0.177764981478
41.95;-1107.51613015;-26.6744487556;0.457879885797
42;-1108.84258038;-26.6065748;3.82718376497E-007
42.05;-1110.16903061;-26.6744486944;-0.452492700611
42.1;-1111.51293413;-26.69384125;-0.140057629627
42.15;-1112.83938436;-26.6938413;0.323208793205
42.2;-1114.18328789;-26.6647524833;0.786475592586
42.25;-1115.50973812;-26.5774859889;0.522521530866
42.3;-1116.83618835;-26.5774859889;-0.30166199691
42.35;-1118.16263858;-26.6550562111;-0.30704879938
42.4;-1119.50654211;-26.6550562111;0.490200709876
42.45;-1120.83299234;-26.5677897111;0.635644876534
42.5;-1122.15944257;-26.5483971556;0
42.55;-1123.4858928;-26.5677897111;-0.630258055546
42.6;-1124.81234303;-26.6550562111;-0.452492962962
42.65;-1126.15624656;-26.6550562111;0.495587527776
42.7;-1127.48269679;-26.5677897111;0.81340994753
42.75;-1128.80914702;-26.5387008778;0.474040141977
42.8;-1130.13559725;-26.5290046056;0.183151641978
42.85;-1131.46204748;-26.5290046222;0.0377072808607
42.9;-1132.78849771;-26.5290046722;0.00538654011827
42.95;-1134.11494795;-26.5290046722;2.77776239541E-007
43;-1135.44139818;-26.5290046222;4.44449839894E-007
43.05;-1136.76784841;-26.5290046056;1.6667361417E-007
43.1;-1138.09429864;-26.5290046056;-1.66666852171E-007
43.15;-1139.42074887;-26.5290046222;-4.44451752439E-007
43.2;-1140.7471991;-26.5290046722;0.00538654011476
43.25;-1142.07364934;-26.5290046722;0.0323211882731
43.3;-1143.40009957;-26.5290046222;0.150831367291
43.35;-1144.7265498;-26.5193083333;0.328596163579
43.4;-1146.05300003;-26.4999157833;0.522521438271
43.45;-1147.37945026;-26.4320418778;0.150830901233
43.5;-1148.6884472;-26.4902195111;-0.166991456792
43.55;-1150.03235072;-26.4902195167;0.172377901243
43.6;-1151.34134766;-26.4320419;-0.113123641966
43.65;-1152.66779789;-26.4999158556;-0.333982990743
43.7;-1153.99424813;-26.5096121278;0.183152089498
43.75;-1155.32069836;-26.4902195333;0.845730876541
43.8;-1156.64714859;-26.3932567944;0.931919768517
43.85;-1157.95614553;-26.3641679722;0.32320917901
43.9;-1159.28259576;-26.3641679722;-0.285501327157
43.95;-1160.5915927;-26.3932567889;-0.775701774688
44;-1161.91804293;-26.4805232389;-0.484813611109
44.05;-1163.24449316;-26.4805232389;0.484813608027
44.1;-1164.57094339;-26.3932567889;0.781088577155
44.15;-1165.87994033;-26.3641679722;0.328595808635
44.2;-1167.20639056;-26.3641679778;-0.107736527777
44.25;-1168.5153875;-26.3835605333;-0.307048836412
44.3;-1169.84183773;-26.4417382;0.296275064819
44.35;-1171.16828797;-26.3544717056;0.834957067902
44.4;-1172.4772849;-26.2769014944;0.0323206450635
44.45;-1173.78628184;-26.3544717556;-0.684126265441
44.5;-1175.11273208;-26.4320419389;2.80856286376E-007
44.55;-1176.43918231;-26.3544717056;0.689513268524
44.6;-1177.74817925;-26.2769014778;0.00538688889411
