Новый: Время (с)	Новый: Угол (rad)	Новый: Скорость (rad/с)	Новый: Ускорение (rad/с?)
57.6	-930.8189967	-12.04277184	0.005386828
57.65	-931.4124086	-12.04277183	0.037707721
57.7	-932.0232739	-12.04277184	0.183151802
57.75	-932.6166858	-12.03307557	0.474040019
57.8	-933.227551	-12.00398675	0.818796425
57.85	-933.820963	-11.91672029	0.527908243
57.9	-934.4143749	-11.91672028	-0.307048647
57.95	-935.0077869	-11.99429047	-0.339369576
58	-935.6186521	-11.99429047	0.344756395
58.05	-936.2120641	-11.91672028	0.344756379
58.1	-936.805476	-11.91672029	-0.339369586
58.15	-937.398888	-11.99429047	-0.307048647
58.2	-938.0097532	-11.99429047	0.522521436
58.25	-938.6031651	-11.90702401	0.781088722
58.3	-939.1965771	-11.87793519	0.290888199
58.35	-939.789989	-11.87793519	-0.2908882
58.4	-940.383401	-11.90702401	-0.775701864
58.45	-940.9768129	-11.99429047	-0.484813695
58.5	-941.5876782	-11.99429047	0.490200464
58.55	-942.1810901	-11.90702401	0.813409618
58.6	-942.7745021	-11.87793519	0.474040058
58.65	-943.367914	-11.86823891	0.183151827
58.7	-943.9613259	-11.86823892	0.03770773
58.75	-944.5547379	-11.86823891	0.01077364
58.8	-945.1481498	-11.86823891	0.037707704
58.85	-945.7415618	-11.86823892	0.183151819
58.9	-946.3349737	-11.85854264	0.474040076
58.95	-946.9283857	-11.82945382	0.813409663
59	-947.5217976	-11.74218735	0.490200494
59.05	-948.0977563	-11.74218736	-0.490200533
59.1	-948.6911682	-11.82945382	-0.808022803
59.15	-949.2845802	-11.85854264	-0.436332299
59.2	-949.8779921	-11.86823891	-1.14E-08
59.25	-950.4714041	-11.85854264	0.441719127
59.3	-951.064816	-11.82945382	0.845730537
59.35	-951.6582279	-11.74218736	0.673352334
59.4	-952.2341866	-11.73249108	-0.010773628
59.45	-952.8275985	-11.79066872	0.037707731
59.5	-953.4210105	-11.73249108	0.199312285
59.55	-953.9969691	-11.73249108	-0.193925467
59.6	-954.5903811	-11.79066872	8.19E-13
59.65	-955.183793	-11.73249108	0.199312285
59.7	-955.7597517	-11.73249108	-0.161604556
59.75	-956.3531636	-11.79066872	0.150830919
59.8	-956.9465756	-11.72279481	0.527908215
59.85	-957.5225342	-11.70340226	0.360916843
59.9	-958.1159462	-11.69370599	0.301661846
59.95	-958.6919048	-11.68400972	0.36091686
60	-959.2853168	-11.66461717	0.527908245
60.05	-959.8612754	-11.59674325	0.150830927
60.1	-960.4372341	-11.65492089	-0.166991383
60.15	-961.030646	-11.65492089	0.166991385
60.2	-961.6066047	-11.59674325	-0.1454441
60.25	-962.1825633	-11.66461717	-0.484813678
60.3	-962.7759753	-11.68400971	-0.145444089
60.35	-963.3519339	-11.68400971	0.323209111
60.4	-963.9453459	-11.65492089	0.786475493
60.45	-964.5213045	-11.56765443	0.522521408
60.5	-965.0972632	-11.56765443	-0.301661835
60.55	-965.6732218	-11.64522462	-0.307048656
60.6	-966.2666338	-11.64522462	0.490200522
60.65	-966.8425924	-11.55795816	0.635644623
60.7	-967.4185511	-11.53856561	3.04E-10
60.75	-967.9945097	-11.55795816	-0.630257803
60.8	-968.5704684	-11.64522462	-0.452492784
60.85	-969.1638803	-11.64522462	0.495587322
60.9	-969.739839	-11.55795816	0.813409616
60.95	-970.3157976	-11.52886934	0.47404001
61	-970.8917563	-11.51917307	0.183151812
61.05	-971.467715	-11.51917307	0.03770776
61.1	-972.0436736	-11.51917306	0.005386863
61.15	-972.6196323	-11.51917306	1.67E-08
61.2	-973.1955909	-11.51917306	-1.67E-08
61.25	-973.7715496	-11.51917306	-4.44E-08
61.3	-974.3475082	-11.51917307	0.005386791
61.35	-974.9234669	-11.51917307	0.037707758
61.4	-975.4994255	-11.51917306	0.183151876
61.45	-976.0753842	-11.50947679	0.479426875
61.5	-976.6513428	-11.48038797	0.851117336
61.55	-977.2273015	-11.39312151	0.673352317
61.6	-977.7858068	-11.38342523	-0.010773637
61.65	-978.3617655	-11.44160287	0.03770773
61.7	-978.9377242	-11.38342523	0.199312285
61.75	-979.4962295	-11.38342523	-0.199312285
61.8	-980.0721882	-11.44160287	-0.032320911
61.85	-980.6481468	-11.38342523	0.048481367
61.9	-981.2066522	-11.39312151	-0.484813667
61.95	-981.7826108	-11.47069169	-0.339369567
62	-982.3585695	-11.47069169	0.522521397
62.05	-982.9345281	-11.38342523	0.818796417
62.1	-983.4930335	-11.35433641	0.474040038
62.15	-984.0689922	-11.34464014	0.183151848
62.2	-984.6274975	-11.34464014	0.03770776
62.25	-985.2034562	-11.34464013	0.005386827
62.3	-985.7619615	-11.34464014	-9.56E-09
62.35	-986.3379202	-11.34464014	9.57E-09
62.4	-986.8964255	-11.34464013	-8.64E-09
62.45	-987.4723842	-11.34464014	0.005386789
62.5	-988.0308896	-11.34464014	0.037707713
62.55	-988.6068482	-11.34464014	0.183151831
62.6	-989.1653536	-11.33494387	0.474040055
62.65	-989.7413122	-11.30585504	0.818796461
62.7	-990.2998176	-11.21858858	0.527908245
62.75	-990.8583229	-11.21858858	-0.307048673
62.8	-991.4168283	-11.29615877	-0.339369586
62.85	-991.992787	-11.29615877	0.344756405
62.9	-992.5512923	-11.21858858	0.339369586
62.95	-993.1097977	-11.21858858	-0.377077318
63	-993.668303	-11.29615877	-0.490200513
63.05	-994.2442617	-11.30585504	0.053868188
63.1	-994.8027671	-11.2476774	0.005386819
63.15	-995.3612724	-11.30585504	-0.016160457
63.2	-995.9372311	-11.29615877	0.673352352
63.25	-996.4957364	-11.20889231	0.851117366
63.3	-997.0542418	-11.17980348	0.479426857
63.35	-997.6127471	-11.17010721	0.183151812
63.4	-998.1712525	-11.17010722	0.037707734
63.45	-998.7297579	-11.17010721	0.005386858
63.5	-999.2882632	-11.17010721	4.78E-08
63.55	-999.8467686	-11.17010721	6.61E-08
63.6	-1000.405274	-11.1701072	0.005386877
63.65	-1000.963779	-11.1701072	0.037707755
63.7	-1001.522285	-11.1701072	0.183151819
63.75	-1002.08079	-11.16041093	0.474039977
63.8	-1002.639295	-11.13132211	0.813409503
63.85	-1003.197801	-11.04405566	0.490200426
63.9	-1003.738853	-11.04405566	-0.48481363
63.95	-1004.297358	-11.13132211	-0.775701861
64	-1004.855864	-11.16041093	-0.290888333
64.05	-1005.414369	-11.16041094	0.290887969
64.1	-1005.972874	-11.13132216	0.781088762
64.15	-1006.53138	-11.04405566	0.522521815
64.2	-1007.072432	-11.04405562	-0.301661784
64.25	-1007.630937	-11.12162584	-0.301662191
64.3	-1008.189442	-11.12162588	0.522521355
64.35	-1008.747948	-11.03435939	0.786475892
64.4	-1009.289	-11.00527052	0.323209241
64.45	-1009.847505	-11.00527056	-0.145444281
64.5	-1010.388557	-11.02466311	-0.484813778
64.55	-1010.947063	-11.09253702	-0.145444167
64.6	-1011.505568	-11.03435939	0.166991336
64.65	-1012.04662	-11.03435939	-0.166991358
64.7	-1012.605125	-11.09253702	0.150830901
64.75	-1013.163631	-11.02466312	0.527908154
64.8	-1013.704683	-11.00527057	0.360916799
64.85	-1014.263188	-10.9955743	0.301661802
64.9	-1014.80424	-10.98587803	0.355529981
64.95	-1015.362746	-10.96648548	0.49558725
65	-1015.903798	-10.89861158	0.00538684
65.05	-1016.44485	-10.96648548	-0.457879417
65.1	-1017.003355	-10.98587802	-0.172377901
65.15	-1017.544407	-10.98587801	0.172378639
65.2	-1018.102913	-10.96648541	0.457879802
65.25	-1018.643965	-10.89861151	-2.81E-07
65.3	-1019.185017	-10.96648546	-0.45249317
65.35	-1019.743522	-10.98587802	-0.134670716
65.4	-1020.284574	-10.98587803	0.360916716
65.45	-1020.843079	-10.95678921	0.969627306
65.5	-1021.384132	-10.85982648	0.99656158
65.55	-1021.925184	-10.83073765	0.506361349
65.6	-1022.466236	-10.82104133	0.150831182
65.65	-1023.007288	-10.82104133	-0.145444364
65.7	-1023.54834	-10.83073765	-0.46865362
65.75	-1024.089392	-10.85982648	-0.813409753
65.8	-1024.630444	-10.94709294	-0.490200429
65.85	-1025.188949	-10.94709293	0.490200679
65.9	-1025.730001	-10.85982647	0.813409966
65.95	-1026.271053	-10.8307376	0.474040259
66	-1026.812106	-10.82104133	0.183151549
66.05	-1027.353158	-10.82104138	0.037707364
66.1	-1027.89421	-10.82104139	0.005386818
66.15	-1028.435262	-10.82104138	3.61E-07
66.2	-1028.976314	-10.82104133	2.62E-07
66.25	-1029.517366	-10.82104133	-2.62E-07
66.3	-1030.058418	-10.82104138	0.005386457
66.35	-1030.59947	-10.82104139	0.037707725
66.4	-1031.140522	-10.82104138	0.183152173
66.45	-1031.681574	-10.81134506	0.474040256
66.5	-1032.222626	-10.78225624	0.818796142
66.55	-1032.763678	-10.69498983	0.52790796
66.6	-1033.287277	-10.69498983	-0.307048423
66.65	-1033.828329	-10.77255997	-0.333982512
66.7	-1034.369381	-10.77255997	0.377077056
66.75	-1034.910433	-10.69498983	0.490200231
66.8	-1035.434032	-10.68529356	-0.053867981
66.85	-1035.975084	-10.74347115	1.98E-07
66.9	-1036.516136	-10.68529352	0.053867981
66.95	-1037.039735	-10.69498983	-0.490200627
67	-1037.580787	-10.77256001	-0.371690238
67.05	-1038.121839	-10.77255997	0.377077451
67.1	-1038.662891	-10.69498979	0.527907957
67.15	-1039.18649	-10.68529356	0.134670253
67.2	-1039.727542	-10.73377492	0.506361099
67.25	-1040.268594	-10.64650843	1.018108867
67.3	-1040.792193	-10.55924197	0.328595883
67.35	-1041.315792	-10.61741964	-0.339369426
67.4	-1041.856844	-10.63681214	-0.290887886
67.45	-1042.380442	-10.64650841	-0.145444
67.5	-1042.921495	-10.64650841	-0.032321093
67.55	-1043.445093	-10.64650842	-0.005387269
67.6	-1043.986145	-10.64650847	0.005386522
67.65	-1044.509744	-10.64650847	0.03770792
67.7	-1045.050796	-10.64650843	0.183152086
67.75	-1045.574395	-10.63681215	0.474039948
67.8	-1046.115447	-10.60772337	0.81879634
67.85	-1046.639046	-10.52045688	0.527908272
67.9	-1047.162645	-10.52045688	-0.307048713
67.95	-1047.686243	-10.59802709	-0.339369444
68	-1048.227295	-10.59802706	0.344756627
68.05	-1048.750894	-10.52045687	0.344756448
68.1	-1049.274493	-10.52045687	-0.344756448
68.15	-1049.798092	-10.59802706	-0.344756627
68.2	-1050.339144	-10.59802709	0.344756262
68.25	-1050.862743	-10.52045688	0.350143259
68.3	-1051.386341	-10.52045688	-0.301661895
68.35	-1051.90994	-10.59802709	-0.123896707
68.4	-1052.450992	-10.58833078	1.001948512
68.45	-1052.974591	-10.4719755	1.626819361
68.5	-1053.49819	-10.35562022	0.92653296
68.55	-1054.004335	-10.34592391	-0.490200599
68.6	-1054.527934	-10.44288668	-1.24974233
68.65	-1055.051533	-10.50106437	-1.282062932
68.7	-1055.575132	-10.59802706	-0.673352228
68.75	-1056.116184	-10.59802706	0.457879407
68.8	-1056.639782	-10.51076064	0.845730494
68.85	-1057.163381	-10.48167179	0.657192083
68.9	-1057.68698	-10.46227923	0.657191972
68.95	-1058.210579	-10.43319041	0.851117315
69	-1058.734178	-10.34592396	0.500974083
69.05	-1059.240323	-10.34592396	-0.452492701
69.1	-1059.763922	-10.43319041	-0.630257694
69.15	-1060.287521	-10.45258296	-1.59E-12
69.2	-1060.811119	-10.43319041	0.630257694
69.25	-1061.334718	-10.34592396	0.457879522
69.3	-1061.840864	-10.34592396	-0.457879522
69.35	-1062.364462	-10.43319041	-0.630257694
69.4	-1062.888061	-10.45258296	0.005386818
69.45	-1063.41166	-10.43319041	0.66796542
69.5	-1063.935259	-10.34592396	0.64103133
69.55	-1064.441404	-10.33622769	0.016160457
69.6	-1064.965003	-10.39440532	0.188538645
69.65	-1065.488602	-10.32653142	0.527908241
69.7	-1065.994747	-10.30713887	0.328596077
69.75	-1066.518346	-10.29744258	0.150831182
69.8	-1067.024492	-10.29744254	0.032320907
69.85	-1067.54809	-10.29744258	0.005386537
69.9	-1068.054236	-10.29744259	-1.82E-07
69.95	-1068.577835	-10.2974426	-6.79E-08
70	-1069.08398	-10.2974426	6.79E-08
70.05	-1069.607579	-10.29744259	0.005387
70.1	-1070.113724	-10.29744258	0.037708006
70.15	-1070.637323	-10.29744254	0.183151812
70.2	-1071.143469	-10.28774631	0.474039713
70.25	-1071.667067	-10.25865751	0.818796222
70.3	-1072.173213	-10.17139106	0.522521435
70.35	-1072.679358	-10.17139104	-0.339369265
70.4	-1073.185504	-10.24896118	-0.484813611
70.45	-1073.709103	-10.25865749	0.053867917
70.5	-1074.215248	-10.20047987	-9.88E-08
70.55	-1074.721394	-10.25865751	-0.053868077
70.6	-1075.244992	-10.24896122	0.49020071
70.65	-1075.751138	-10.17139101	0.377077336
70.7	-1076.257283	-10.17139104	-0.333982802
70.75	-1076.763429	-10.24896122	-0.307048506
70.8	-1077.287028	-10.24896118	0.527908154
70.85	-1077.793173	-10.16169477	0.81879621
70.9	-1078.299318	-10.13260595	0.474040086
70.95	-1078.805464	-10.12290964	0.183151809
71	-1079.311609	-10.12290968	0.037707614
71.05	-1079.817755	-10.12290968	0.005386932
71.1	-1080.3239	-10.12290964	1.85E-08
71.15	-1080.830046	-10.12290968	-2.78E-08
71.2	-1081.336191	-10.12290967	2.81E-07
71.25	-1081.842337	-10.12290963	2.13E-07
71.3	-1082.348482	-10.12290963	-2.13E-07
71.35	-1082.854628	-10.12290967	-2.81E-07
71.4	-1083.360773	-10.12290968	0.005386849
71.45	-1083.866919	-10.12290964	0.037707725
71.5	-1084.373064	-10.12290968	0.183151778
71.55	-1084.87921	-10.1132134	0.474040256
71.6	-1085.385355	-10.08412454	0.813409716
71.65	-1085.891501	-9.996858089	0.490200216
71.7	-1086.380193	-9.996858133	-0.484813892
71.75	-1086.886338	-10.08412459	-0.775701747
71.8	-1087.392484	-10.11321337	-0.290888167
71.85	-1087.898629	-10.11321341	0.296274954
71.9	-1088.404775	-10.08412458	0.813409784
71.95	-1088.91092	-9.996858089	0.673352454
72	-1089.399613	-9.987161817	0.02154708
72.05	-1089.905758	-10.04533949	0.188538451
72.1	-1090.411903	-9.977465589	0.527908454
72.15	-1090.900596	-9.958072994	0.32859634
72.2	-1091.406741	-9.948376706	0.150831068
72.25	-1091.895433	-9.948376706	0.026933923
72.3	-1092.401579	-9.948376722	-0.026934534
72.35	-1092.890271	-9.948376772	-0.150831182
72.4	-1093.396417	-9.958073044	-0.323208815
72.45	-1093.885109	-9.977465539	-0.48481325
72.5	-1094.391254	-10.04533943	0.032320907
72.55	-1094.8974	-9.977465539	0.641030969
72.6	-1095.386092	-9.948376772	0.651804707
72.65	-1095.892237	-9.919287956	0.673352519
72.7	-1096.38093	-9.851414	0.183152253
72.75	-1096.869622	-9.909591617	-0.156217552
72.8	-1097.375767	-9.909591617	0.204698914
72.85	-1097.864459	-9.851414	0.032320463
72.9	-1098.353152	-9.909591683	-0.048481639
72.95	-1098.859297	-9.899895411	0.49020071
73	-1099.347989	-9.822325183	0.371690901
73.05	-1099.836681	-9.822325167	-0.371690167
73.1	-1100.325374	-9.899895339	-0.490200346
73.15	-1100.831519	-9.909591611	0.053868096
73.2	-1101.320211	-9.851413983	0.005386549
73.25	-1101.808903	-9.909591633	-0.01616092
73.3	-1102.315049	-9.899895411	0.673351957
73.35	-1102.803741	-9.812628961	0.851117509
73.4	-1103.292433	-9.783540094	0.479427259
73.45	-1103.781126	-9.773843806	0.18315208
73.5	-1104.269818	-9.7738438	0.03770783
73.55	-1104.75851	-9.7738438	0.00538684
73.6	-1105.247202	-9.7738438	3.10E-09
73.65	-1105.735894	-9.7738438	1.27E-12
73.7	-1106.224587	-9.7738438	-9.45E-12
73.75	-1106.713279	-9.7738438	-4.49E-12
73.8	-1107.201971	-9.7738438	9.52E-12
73.85	-1107.690663	-9.7738438	8.08E-12
73.9	-1108.179355	-9.7738438	0.005386818
73.95	-1108.668047	-9.7738438	0.037707725
74	-1109.15674	-9.7738438	0.183151809
74.05	-1109.645432	-9.764147528	0.474039975
74.1	-1110.134124	-9.735058711	0.813409503
74.15	-1110.622816	-9.647792261	0.495587247
74.2	-1111.094055	-9.647792261	-0.452492704
74.25	-1111.582747	-9.735058711	-0.630257694
74.3	-1112.071439	-9.754451256	7.59E-12
74.35	-1112.560132	-9.735058711	0.635644512
74.4	-1113.048824	-9.647792261	0.490200429
74.45	-1113.520063	-9.647792261	-0.30704862
74.5	-1114.008755	-9.725362439	-0.301661802
74.55	-1114.497447	-9.725362439	0.527908154
74.6	-1114.986139	-9.638095989	0.818796321
74.65	-1115.457378	-9.609007172	0.474039975
74.7	-1115.94607	-9.5993109	0.183151809
74.75	-1116.417309	-9.5993109	0.032320907
74.8	-1116.906002	-9.5993109	-0.026934089
74.85	-1117.37724	-9.5993109	-0.150830901
74.9	-1117.865933	-9.609007172	-0.323209074
74.95	-1118.337172	-9.628399717	-0.490200429
75	-1118.825864	-9.696273622	3.08E-09
75.05	-1119.314556	-9.628399717	0.495587269
75.1	-1119.785795	-9.609007172	0.355530086
75.15	-1120.274487	-9.599310894	0.301662074
75.2	-1120.745726	-9.589614606	0.360917265
75.25	-1121.234418	-9.570222011	0.533295253
75.3	-1121.705657	-9.502348106	0.183151528
75.35	-1122.176896	-9.560525789	-0.01616092
75.4	-1122.665588	-9.550829533	0.495586978
75.45	-1123.136827	-9.473259361	0.371690352
75.5	-1123.608066	-9.473259361	-0.371690352
75.55	-1124.079305	-9.550829533	-0.49020016
75.6	-1124.567997	-9.560525789	0.053868645
75.65	-1125.039236	-9.502348106	2.81E-07
75.7	-1125.510475	-9.560525739	-0.05386846
75.75	-1125.999167	-9.550829517	0.490199966
75.8	-1126.470406	-9.473259356	0.377077003
75.85	-1126.941645	-9.473259361	-0.33398271
75.9	-1127.412884	-9.550829533	-0.30704837
75.95	-1127.901576	-9.550829517	0.527908617
76	-1128.372815	-9.463563017	0.818796602
76.05	-1128.844054	-9.4344742	0.474039698
76.1	-1129.315293	-9.424777978	0.183151364
76.15	-1129.786531	-9.424777994	0.037707559
76.2	-1130.25777	-9.424777994	0.005386985
76.25	-1130.729009	-9.424777978	4.44E-07
76.3	-1131.200248	-9.424777928	2.81E-07
76.35	-1131.671487	-9.424777928	-2.59E-07
76.4	-1132.142726	-9.424777978	0.005386457
76.45	-1132.613965	-9.424777989	0.037707728
76.5	-1133.085204	-9.424777978	0.183152191
76.55	-1133.556443	-9.415081656	0.479427157
76.6	-1134.027681	-9.385992833	0.851117216
76.65	-1134.49892	-9.298726417	0.673352241
76.7	-1134.952706	-9.289030111	-0.016160423
76.75	-1135.423945	-9.34720775	0.005386537
76.8	-1135.895184	-9.289030161	0.053867963
76.85	-1136.348969	-9.298726433	-0.490200235
76.9	-1136.820208	-9.376296567	-0.377077056
76.95	-1137.291447	-9.376296567	0.33936933
77	-1137.762686	-9.298726433	0.344756148
77.05	-1138.216472	-9.298726433	-0.33936933
77.1	-1138.687711	-9.376296567	-0.307048423
77.15	-1139.158949	-9.376296567	0.52790796
77.2	-1139.630188	-9.289030161	0.818796145
77.25	-1140.083974	-9.259941344	0.474040275
77.3	-1140.555213	-9.250245022	0.188539077
77.35	-1141.008998	-9.250245006	0.070028818
77.4	-1141.480237	-9.250245006	0.156217636
77.45	-1141.934023	-9.240548744	0.323208793
77.5	-1142.405262	-9.221156239	0.490200327
77.55	-1142.859048	-9.1532823	9.27E-09
77.6	-1143.312833	-9.221156211	-0.49020071
77.65	-1143.784072	-9.2405488	-0.323209269
77.7	-1144.237858	-9.250245072	-0.150830605
77.75	-1144.709097	-9.250245022	-0.026933639
77.8	-1145.162882	-9.250245006	0.032321093
77.85	-1145.634121	-9.250245006	0.188538546
77.9	-1146.087907	-9.240548744	0.511747441
77.95	-1146.559146	-9.211459967	0.996561312
78	-1147.012931	-9.114497206	0.964240667
78.05	-1147.466717	-9.085408378	0.328595991
78.1	-1147.920502	-9.085408378	-0.285501448
78.15	-1148.374288	-9.114497206	-0.77570204
78.2	-1148.828074	-9.201763694	-0.490200429
78.25	-1149.299312	-9.201763656	0.452492966
78.3	-1149.753098	-9.114497194	0.630257793
78.35	-1150.206884	-9.09510465	-9.88E-08
78.4	-1150.660669	-9.114497206	-0.630257957
78.45	-1151.114455	-9.201763694	-0.452492704
78.5	-1151.585694	-9.201763656	0.495587509
78.55	-1152.039479	-9.114497194	0.813409602
78.6	-1152.493265	-9.085408378	0.474039877
78.65	-1152.947051	-9.075712117	0.183151546
78.7	-1153.400836	-9.075712156	0.043094546
78.75	-1153.854622	-9.075712117	0.043094824
78.8	-1154.308407	-9.075712106	0.183151994
78.85	-1154.762193	-9.066015828	0.474040062
78.9	-1155.215979	-9.036927011	0.813409522
78.95	-1155.669764	-8.949660561	0.490200432
79	-1156.106097	-8.949660561	-0.490200429
79.05	-1156.559882	-9.036927011	-0.813409503
79.1	-1157.013668	-9.066015828	-0.468653157
79.15	-1157.467453	-9.0757121	-0.145444083
79.2	-1157.921239	-9.0757121	0.145444083
79.25	-1158.375025	-9.066015828	0.474039975
79.3	-1158.82881	-9.036927011	0.851117228
79.35	-1159.282596	-8.949660561	0.678739056
79.4	-1159.718928	-8.939964289	0.021547272
79.45	-1160.172714	-8.998141922	0.183151809
79.5	-1160.626499	-8.930268017	0.495587247
79.55	-1161.062832	-8.910875472	0.177764994
79.6	-1161.516617	-8.910875472	-0.177764972
79.65	-1161.95295	-8.930268017	-0.490200343
79.7	-1162.406735	-8.998141917	-0.145443898
79.75	-1162.860521	-8.939964272	0.166991636
79.8	-1163.296853	-8.939964233	-0.166991355
79.85	-1163.750639	-8.998141906	0.15083062
79.9	-1164.204424	-8.930268011	0.527907972
79.95	-1164.640757	-8.910875472	0.360916731
80	-1165.094542	-8.9011792	0.30166187
80.05	-1165.530874	-8.891482922	0.360916985
80.1	-1165.98466	-8.872090367	0.527908454
80.15	-1166.420992	-8.804216422	0.150830988
80.2	-1166.857325	-8.862394089	-0.161604633
80.25	-1167.31111	-8.862394089	0.199312358
80.3	-1167.747443	-8.804216422	-8.33E-08
80.35	-1168.183775	-8.862394094	-0.199312543
80.4	-1168.637561	-8.862394106	0.161604435
80.45	-1169.073893	-8.804216472	-0.145443985
80.5	-1169.510225	-8.872090367	-0.484813349
80.55	-1169.964011	-8.891482872	-0.140057265
80.6	-1170.400343	-8.891482911	0.355529719
80.65	-1170.854129	-8.862394106	0.931919398
80.7	-1171.290461	-8.765431383	0.813409605
80.75	-1171.726793	-8.746038828	0.037708006
80.8	-1172.163126	-8.765431333	-0.624870793
80.85	-1172.599458	-8.852697817	-0.452492796
80.9	-1173.053244	-8.852697817	0.495587361
80.95	-1173.489576	-8.765431333	0.813409503
81	-1173.925908	-8.73634255	0.474039864
81.05	-1174.362241	-8.726646278	0.183151923
81.1	-1174.798573	-8.726646244	0.032320926
81.15	-1175.234905	-8.726646278	-0.032320935
81.2	-1175.671237	-8.726646272	-0.17776471
81.25	-1176.10757	-8.7363425	-0.436332037
81.3	-1176.543902	-8.765431317	-0.630257907
81.35	-1176.980234	-8.843001539	-0.016160735
81.4	-1177.43402	-8.813912728	1.30360996
81.45	-1177.870352	-8.639379794	1.303609914
81.5	-1178.289231	-8.610291011	-0.01077375
81.55	-1178.725564	-8.687861189	-0.592549855
81.6	-1179.161896	-8.716949972	-0.253180423
81.65	-1179.598228	-8.716950006	0.296274957
81.7	-1180.034561	-8.687861183	0.775702059
81.75	-1180.470893	-8.600594689	0.490200645
81.8	-1180.889772	-8.600594689	-0.452492895
81.85	-1181.326104	-8.687861183	-0.630257873
81.9	-1181.762437	-8.707253728	2.81E-07
81.95	-1182.198769	-8.687861133	0.635644877
82	-1182.635101	-8.600594672	0.490200429
82.05	-1183.05398	-8.600594683	-0.307048981
82.1	-1183.490312	-8.678164911	-0.301662065
82.15	-1183.926645	-8.678164911	0.527908417
82.2	-1184.362977	-8.590898411	0.818796682
82.25	-1184.781856	-8.561809583	0.474039975
82.3	-1185.218188	-8.552113322	0.183151448
82.35	-1185.637067	-8.552113372	0.037707463
82.4	-1186.0734	-8.552113372	0.00538708
82.45	-1186.492279	-8.552113322	-0.005386457
82.5	-1186.928611	-8.552113311	-0.032320907
82.55	-1187.34749	-8.552113322	-0.150831262
82.6	-1187.783822	-8.561809644	-0.323209336
82.65	-1188.202701	-8.581202189	-0.484813349
82.7	-1188.639034	-8.649076044	0.037708086
82.75	-1189.075366	-8.581202128	0.673352238
82.8	-1189.494245	-8.552113322	0.797248688
82.85	-1189.930577	-8.513328283	0.969626963
82.9	-1190.349456	-8.426061833	0.560229346
82.95	-1190.768335	-8.426061783	-0.301661336
83	-1191.187214	-8.503631944	-0.339369256
83.05	-1191.623547	-8.503631939	0.344756451
83.1	-1192.042426	-8.426061761	0.344756367
83.15	-1192.461305	-8.426061761	-0.339369528
83.2	-1192.880184	-8.503631939	-0.31243546
83.25	-1193.316516	-8.503631939	0.490200324
83.3	-1193.735395	-8.416365494	0.635644241
83.35	-1194.154274	-8.396972967	-4.66E-07
83.4	-1194.573153	-8.416365561	-0.630257975
83.45	-1194.992032	-8.503632011	-0.452492423
83.5	-1195.428365	-8.503631961	0.495587713
83.55	-1195.847244	-8.416365494	0.813409775
83.6	-1196.266123	-8.387276672	0.47404008
83.65	-1196.685002	-8.3775804	0.18315183
83.7	-1197.103881	-8.3775804	0.037707728
83.75	-1197.52276	-8.3775804	0.005386818
83.8	-1197.941639	-8.3775804	4.29E-12
83.85	-1198.360518	-8.3775804	5.65E-12
83.9	-1198.779397	-8.3775804	-3.09E-09
83.95	-1199.198276	-8.3775804	-2.16E-08
84	-1199.617155	-8.3775804	-1.05E-07
84.05	-1200.036034	-8.377580406	0.005386549
84.1	-1200.454913	-8.377580422	0.037707281
84.15	-1200.873792	-8.377580472	0.18315163
84.2	-1201.292671	-8.367884194	0.474040506
84.25	-1201.71155	-8.338795311	0.818797151
84.3	-1202.130429	-8.2515288	0.527908457
84.35	-1202.531855	-8.251528811	-0.301662339
84.4	-1202.950734	-8.329099083	-0.301662256
84.45	-1203.369613	-8.329099083	0.522521815
84.5	-1203.788492	-8.241832539	0.786476056
84.55	-1204.189917	-8.212743706	0.323209043
84.6	-1204.608796	-8.21274375	-0.145444448
84.65	-1205.010222	-8.232136311	-0.484813861
84.7	-1205.429101	-8.300010222	-0.145444185
84.75	-1205.84798	-8.241832589	0.166991333
84.8	-1206.249406	-8.241832589	-0.166991358
84.85	-1206.668285	-8.300010222	0.150830901
84.9	-1207.087164	-8.232136317	0.522521336
84.95	-1207.48859	-8.212743772	0.328595892
85	-1207.907469	-8.2030475	0.150830901
85.05	-1208.308894	-8.2030475	0.032320911
85.1	-1208.727773	-8.2030475	0.010773657
85.15	-1209.129199	-8.2030475	0.032321012
85.2	-1209.548078	-8.203047494	0.150831173
85.25	-1209.949504	-8.193351206	0.328596358
85.3	-1210.368383	-8.173958611	0.522521617
85.35	-1210.769809	-8.106084706	0.15083062
85.4	-1211.171234	-8.164262389	-0.161605
85.45	-1211.590113	-8.164262406	0.199312012
85.5	-1211.991539	-8.106084778	-6.39E-12
85.55	-1212.392965	-8.164262406	-0.193925194
85.6	-1212.811844	-8.164262389	0.193925907
85.65	-1213.21327	-8.106084706	2.81E-07
85.7	-1213.614695	-8.164262339	-0.193925725
85.75	-1214.033574	-8.164262389	0.199311796
85.8	-1214.435	-8.106084772	0.037707457
85.85	-1214.836426	-8.164262411	-0.010773719
85.9	-1215.255305	-8.154566139	0.673352321
85.95	-1215.656731	-8.067299683	0.845730679
86	-1216.058156	-8.03821085	0.441719534
86.05	-1216.459582	-8.028514528	2.81E-07
86.1	-1216.861008	-8.0382108	-0.436332528
86.15	-1217.262434	-8.067299667	-0.80802313
86.2	-1217.663859	-8.154566133	-0.490200596
86.25	-1218.082738	-8.154566133	0.490200596
