0	0	-39.34747836	2.089008283
0.05	-1.972222055	-39.23597121	1.805661621
0.1	-3.926990817	-39.13609959	1.242739069
0.15	-5.881759579	-39.10507152	0.578005644
0.2	-7.836528341	-39.09537524	0.199850972
0.25	-9.791297104	-39.09537524	0.076492824
0.3	-11.74606587	-39.09537524	0.188538654
0.35	-13.70083463	-39.08567897	0.474040047
0.4	-15.65560339	-39.05659015	0.818796441
0.45	-17.61037215	-38.96932369	0.527908228
0.5	-19.54768762	-38.96932369	-0.301661848
0.55	-21.50245638	-39.04689388	-0.301661845
0.6	-23.45722515	-39.04689388	0.522521411
0.65	-25.41199391	-38.95962741	0.786475526
0.7	-27.34930938	-38.93053859	0.328595942
0.75	-29.30407814	-38.93053859	-0.107736371
0.8	-31.24139361	-38.94993114	-0.301661848
0.85	-33.19616237	-39.00810878	0.333982756
0.9	-35.15093114	-38.92084232	1.012721913
0.95	-37.0882466	-38.83357586	0.474040047
1	-39.02556207	-38.88205722	-0.010773637
1.05	-40.98033084	-38.88205722	0.231633199
1.1	-42.91764631	-38.82387958	0.005386816
1.15	-44.85496178	-38.88205723	-0.19392547
1.2	-46.80973054	-38.88205722	0.199312295
1.25	-48.74704601	-38.82387958	0.037707731
1.3	-50.68436148	-38.88205722	-0.010773641
1.35	-52.63913024	-38.87236095	0.673352332
1.4	-54.57644571	-38.78509449	0.851117353
1.45	-56.51376118	-38.75600567	0.479426867
1.5	-58.45107665	-38.74630939	0.183151837
1.55	-60.38839212	-38.74630939	0.037707731
1.6	-62.32570759	-38.74630939	0.005386816
1.65	-64.26302306	-38.74630939	0.005386814
1.7	-66.20033853	-38.74630939	0.037707728
1.75	-68.137654	-38.74630939	0.183151838
1.8	-70.07496947	-38.73661312	0.479426867
1.85	-72.01228494	-38.7075243	0.851117353
1.9	-73.94960041	-38.62025784	0.673352335
1.95	-75.86946258	-38.61056156	-0.010773637
2	-77.80677805	-38.66873921	0.043094549
2.05	-79.74409352	-38.61056156	0.237020022
2.1	-81.6639557	-38.61056156	-0.010773637
2.15	-83.60127117	-38.65904293	0.479426862
2.2	-85.53858664	-38.57177647	1.045042823
2.25	-87.45844882	-38.48451001	0.479426862
2.3	-89.37831099	-38.53299137	-0.010773637
2.35	-91.31562646	-38.53299137	0.231633202
2.4	-93.23548864	-38.47481373	0.005386816
2.45	-95.15535082	-38.53299137	-0.19392548
2.5	-97.09266629	-38.53299138	0.199312276
2.55	-99.01252847	-38.47481373	0.037707719
2.6	-100.9323906	-38.53299138	-0.010773623
2.65	-102.8697061	-38.5232951	0.673352373
2.7	-104.7895683	-38.43602864	0.851117377
2.75	-106.7094305	-38.40693981	0.479426853
