0	0	0	0
0.05	0	0	0
0.1	0	0	0
0.15	0	0	0
0.2	0	0	0
0.25	0	0	0
0.3	0	0	0
0.35	0	0	0
0.4	0	0	0
0.45	0	0	0
0.5	0	0	0
0.55	0	0	0
0.6	0	0	0
0.65	0	0	0
0.7	0	0	0.005386819
0.75	0	0	0.043094549
0.8	0	0	0.226246385
0.85	0	0.009696274	0.711060066
0.9	0	0.048481368	1.605271966
0.95	0	0.174532925	2.494097048
1	0.017453293	0.31997703	3.09742074
1.05	0.034906585	0.446028587	4.212492207
1.1	0.052359878	0.736916795	5.112090926
1.15	0.104719755	1.076286372	3.835414899
1.2	0.174532925	1.173249108	1.362865126
1.25	0.226892803	1.144160287	-0.404011401
1.3	0.27925268	1.202337929	-3.366761674
1.35	0.366519143	0.892057173	-7.417649321
1.4	0.383972435	0.300584482	-8.435758051
1.45	0.383972435	-0.096962736	-6.571918788
1.5	0.366519143	-0.339369577	-4.551861784
1.55	0.34906585	-0.513902502	-3.14051529
1.6	0.314159265	-0.649650333	-2.073925191
1.65	0.27925268	-0.698131701	-1.745329252
1.7	0.244346095	-0.756309343	-3.151288927
1.75	0.20943951	-0.921145994	-7.87014209
1.8	0.157079633	-1.299300665	-20.38372188
1.85	0.087266463	-2.230142933	-49.47792957
1.9	0.017453293	-5.332950492	-94.86726376
1.95	-0.27925268	-11.87793519	-132.7419859
2	-1.047197551	-20.64336654	-128.459465
2.05	-2.478367538	-26.81989284	-81.68571845
2.1	-3.94444411	-28.6718811	-33.8292213
2.15	-5.393067389	-28.96276931	-8.899024458
2.2	-6.841690668	-28.8561103	-1.007335094
2.25	-8.272860654	-28.84641403	-0.37169049
2.3	-9.721483934	-28.92398422	-0.307048664
2.35	-11.17010721	-28.92398422	0.350143215
2.4	-12.61873049	-28.84641403	0.344756396
2.45	-14.04990048	-28.84641403	-0.339369576
2.5	-15.49852376	-28.92398421	-0.307048664
2.55	-16.94714704	-28.92398421	0.527908231
2.6	-18.39577032	-28.83671775	0.81879644
2.65	-19.8269403	-28.80762893	0.474040046
2.7	-21.27556358	-28.79793266	0.183151835
2.75	-22.70673357	-28.79793266	0.037707728
2.8	-24.15535685	-28.79793266	0.010773635
2.85	-25.58652683	-28.79793266	0.03770773
2.9	-27.03515011	-28.79793266	0.183151835
2.95	-28.4663201	-28.78823638	0.474040043
3	-29.91494338	-28.75914756	0.818796439
3.05	-31.34611337	-28.6718811	0.527908232
3.1	-32.77728335	-28.6718811	-0.307048662
3.15	-34.20845334	-28.74945129	-0.339369576
3.2	-35.65707662	-28.74945129	0.344756392
3.25	-37.0882466	-28.6718811	0.344756394
3.3	-38.51941659	-28.6718811	-0.339369575
3.35	-39.95058658	-28.74945129	-0.307048662
3.4	-41.39920986	-28.74945129	0.527908231
3.45	-42.83037984	-28.66218483	0.818796437
3.5	-44.26154983	-28.63309601	0.474040044
3.55	-45.69271982	-28.62339973	0.183151834
3.6	-47.1238898	-28.62339973	0.037707728
3.65	-48.55505979	-28.62339973	0.005386818
3.7	-49.98622978	-28.62339973	1.02E-09
3.75	-51.41739976	-28.62339973	0.005386822
3.8	-52.84856975	-28.62339973	0.037707732
3.85	-54.27973974	-28.62339973	0.183151835
3.9	-55.71090972	-28.61370346	0.474040046
3.95	-57.14207971	-28.58461464	0.81879644
4	-58.5732497	-28.49734818	0.527908227
4.05	-59.98696639	-28.49734818	-0.307048669
4.1	-61.41813638	-28.57491836	-0.333982759
4.15	-62.84930636	-28.57491836	0.377077309
4.2	-64.28047635	-28.49734818	0.495587322
4.25	-65.69419305	-28.4876519	-0.016160453
4.3	-67.12536303	-28.54582954	0.183151833
4.35	-68.55653302	-28.47795563	0.527908228
4.4	-69.97024971	-28.45856308	0.328595941
4.45	-71.4014197	-28.44886681	0.150830925
4.5	-72.81513639	-28.44886681	0.03232091
4.55	-74.24630638	-28.44886681	0.010773635
4.6	-75.66002307	-28.44886681	0.037707733
4.65	-77.09119306	-28.44886681	0.183151837
4.7	-78.50490975	-28.43917053	0.474040041
4.75	-79.93607974	-28.41008171	0.818796436
4.8	-81.34979644	-28.32281525	0.527908233
4.85	-82.76351313	-28.32281525	-0.301661842
4.9	-84.17722982	-28.40038544	-0.307048664
4.95	-85.60839981	-28.40038544	0.490200496
5	-87.0221165	-28.31311898	0.635644601
5.05	-88.4358332	-28.29372643	2.81E-09
5.1	-89.84954989	-28.31311898	-0.63025778
5.15	-91.26326659	-28.40038544	-0.452492767
5.2	-92.69443657	-28.40038544	0.495587316
5.25	-94.10815327	-28.31311898	0.813409615
5.3	-95.52186996	-28.28403016	0.474040042
5.35	-96.93558666	-28.27433388	0.183151842
5.4	-98.34930335	-28.27433388	0.037707744
5.45	-99.76302004	-28.27433388	0.01077365
5.5	-101.1767367	-28.27433388	0.037707731
5.55	-102.5904534	-28.27433388	0.183151817
5.6	-104.0041701	-28.26463761	0.474040011
5.65	-105.4178868	-28.23554879	0.818796432
5.7	-106.8316035	-28.14828233	0.527908263
5.75	-108.2278669	-28.14828232	-0.301661835
5.8	-109.6415836	-28.22585251	-0.301661876
5.85	-111.0553003	-28.22585252	0.522521398
5.9	-112.469017	-28.13858605	0.786475552
5.95	-113.8652804	-28.10949723	0.328595947
6	-115.2789971	-28.10949723	-0.107736388
6.05	-116.6752605	-28.12888978	-0.307048662
6.1	-118.0889772	-28.18706742	0.296275037
6.15	-119.5026939	-28.09980096	0.834956915
6.2	-120.8989573	-28.02223077	0.037707758
6.25	-122.2952207	-28.09980095	-0.646418248
6.3	-123.7089374	-28.17737114	0.183151794
6.35	-125.1226541	-28.09010469	1.1635528
6.4	-126.5189175	-27.98344568	0.818796451
6.45	-127.9151809	-27.9737494	-0.161604527
6.5	-129.3114443	-28.05131959	-0.307048673
6.55	-130.725161	-28.05131959	0.350143185
6.6	-132.1214244	-27.9737494	0.344756407
6.65	-133.5176878	-27.9737494	-0.339369539
