0;0;-0.310280756;2.071770464
0.05;-0.017453293;-0.22786243;2.218830614
0.1;-0.034906585;-0.052359878;1.691999747
0.15;-0.017453293;0.038785094;-0.435793631
0.2;-0.017453293;-0.126051557;-2.053993962
0.25;-0.034906585;-0.232710567;-2.217214568
0.3;-0.034906585;-0.416939766;-0.910372357
0.35;-0.087266463;-0.387850945;1.362865126
0.4;-0.087266463;-0.145444104;1.195873747
0.45;-0.087266463;-0.145444104;-0.969627362
0.5;-0.087266463;-0.378154671;-0.840343714
0.55;-0.13962634;-0.378154671;1.95541518
0.6;-0.13962634;-0.096962736;3.442177136
0.65;-0.13962634;0.048481368;3.226704389
0.7;-0.13962634;0.261799388;1.95541518
0.75;-0.104719755;0.290888209;-0.323209121
0.8;-0.104719755;0.193925472;-2.052377917
0.85;-0.087266463;0.087266463;-3.797707169
0.9;-0.087266463;-0.184229199;-6.324125129
0.95;-0.104719755;-0.475117407;-14.02188902
1;-0.13962634;-0.872664626;-44.06956361
1.05;-0.174532925;-2.831311898;-119.9859993
1.1;-0.226892803;-10.09382084;-242.3314251
1.15;-0.610865238;-28.3034227;-330.0018991
1.2;-2.879793266;-49.68370604;-287.758467
1.25;-6.126105675;-60.98956108;-162.9189441
1.3;-9.354964791;-64.09236864;-63.43517676
1.35;-12.58382391;-64.62566369;-17.54486844
1.4;-15.81268302;-64.70323388;-3.29673303
1.45;-19.05899543;-64.70323388;0.043094551
1.5;-22.28785455;-64.62566369;0.307048667
1.55;-25.51671366;-64.62566369;-0.522521411
1.6;-28.74557278;-64.71293015;-0.78108871
1.65;-31.99188519;-64.74201898;-0.280114572
1.7;-35.22074431;-64.74201898;0.366303671
1.75;-38.46705671;-64.71293015;1.14739238
1.8;-41.69591583;-64.60627114;1.470601498
1.85;-44.92477495;-64.5480935;1.330544209
1.9;-48.15363406;-64.45113077;0.716446882
1.95;-51.36503989;-64.45113077;-0.269340933
2;-54.593899;-64.52870096;-0.328595937
2.05;-57.82275812;-64.52870096;0.38246413
2.1;-61.05161723;-64.45113077;0.527908233
2.15;-64.26302306;-64.44143449;0.134670465
2.2;-67.49188217;-64.48991586;0.506360953
2.25;-70.72074129;-64.4026494;1.018108731
2.3;-73.93214711;-64.31538294;0.33398276
2.35;-77.14355294;-64.37356058;-0.301661848
2.4;-80.37241205;-64.39295313;-0.102349558
2.45;-83.58381788;-64.39295313;0.36630367
2.5;-86.81267699;-64.3638643;0.964240545
2.55;-90.02408282;-64.26690157;0.964240541
2.6;-93.23548864;-64.23781275;0.366303658
2.65;-96.44689447;-64.23781275;-0.102349571
2.7;-99.65830029;-64.2572053;-0.301661847
2.75;-102.8697061;-64.31538294;0.333982781
2.8;-106.0985652;-64.22811647;1.01810875
2.85;-109.2925178;-64.14085001;0.506360969
2.9;-112.5039236;-64.18933138;0.134670474
2.95;-115.7153294;-64.1796351;0.527908217
3;-118.9267352;-64.10206492;0.387850934
3.05;-122.1206878;-64.10206492;-0.301661835
3.1;-125.3320936;-64.1796351;-0.156217728
3.15;-128.5434994;-64.16993883;0.856504163
3.2;-131.7549052;-64.06327982;1.341317841
3.25;-134.9488578;-63.96631708;0.624870957
3.3;-138.1428103;-64.01479845;0.021547265
3.35;-141.3542161;-64.01479845;0.242406845
3.4;-144.5481687;-63.95662081;0.04309455
3.45;-147.7421212;-64.01479845;-0.01077364
3.5;-150.953527;-64.00510218;0.673352343
3.55;-154.1474795;-63.91783572;0.851117348
3.6;-157.3414321;-63.8887469;0.479426829
3.65;-160.5353846;-63.87905063;0.188538631
3.7;-163.7293371;-63.87905063;0.07541549
3.75;-166.9232897;-63.87905062;0.193925514
3.8;-170.1172422;-63.86935435;0.511747786
3.85;-173.3111947;-63.84026553;0.996561436
3.9;-176.5051473;-63.74330279;0.969627335
3.95;-179.6816465;-63.71421397;0.360916841
4;-182.875599;-63.71421397;-0.134670463
4.05;-186.0520983;-63.73360652;-0.447105935
4.1;-189.2460508;-63.80148043;0.03770774
4.15;-192.4400033;-63.73360652;0.641031431
4.2;-195.6165026;-63.7045177;0.651805088
4.25;-198.8104551;-63.67542887;0.678739164
4.3;-201.9869543;-63.60755496;0.220859542
4.35;-205.1634536;-63.6657326;0.026934073
4.4;-208.3574061;-63.65603633;0.678739155
4.45;-211.5339053;-63.56876987;0.851117354
4.5;-214.7104046;-63.53968105;0.479426847
4.55;-217.8869038;-63.52998478;0.18315184
4.6;-221.0634031;-63.52998477;0.043094577
4.65;-224.2399023;-63.52998477;0.043094559
4.7;-227.4164015;-63.52998477;0.18853864
4.75;-230.5929008;-63.5202885;0.511747742
4.8;-233.7694;-63.49119968;1.001948264
4.85;-236.9458993;-63.39423694;1.001948302
4.9;-240.1049452;-63.36514812;0.511747786
4.95;-243.2814444;-63.35545185;0.188538647
